account_id,open_date,statement_frequency,district_name,num_customers,credit_cards,loan_amount,loan_payments,loan_term,loan_status,loan_default,loan,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
40,1993-10-25,monthly,Zlin,1,0.0,NA,NA,NA,NA,NA,False,13000,15,,41560,700
41,1997-08-02,monthly,Olomouc,1,0.0,NA,NA,NA,NA,NA,False,19000,15,,100992,800
42,1996-08-16,monthly,Most,1,0.0,NA,NA,NA,NA,NA,False,11000,15,,45322,800
43,1994-06-12,monthly,Liberec,1,1.0,NA,NA,NA,NA,NA,False,38560,15,35.0,99572,1100
44,1993-05-10,monthly,Ceska Lipa,1,0.0,NA,NA,NA,NA,NA,False,11350,15,,29482,400
45,1997-09-02,monthly,Zlin,1,0.0,NA,NA,NA,NA,NA,False,15000,15,,52970,300
47,1993-08-08,monthly,Jicin,1,0.0,NA,NA,NA,NA,NA,False,63300,9,,108509,300
48,1996-11-17,monthly,Tabor,2,1.0,NA,NA,NA,NA,NA,False,25120,15,2.0,72803,700
49,1997-04-06,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,3520,15,,24004,300
50,1994-05-06,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,23600,15,,90088,900
51,1996-05-11,monthly,Bruntal,1,1.0,NA,NA,NA,NA,NA,False,26300,15,4.0,106203,800
52,1997-01-29,monthly,Jindrichuv Hradec,1,0.0,NA,NA,NA,NA,NA,False,42300,15,,83077,900
53,1995-06-07,monthly,Vsetin,1,0.0,NA,NA,NA,NA,NA,False,3900,15,,27519,700
54,1995-05-02,monthly,Kladno,1,0.0,NA,NA,NA,NA,NA,False,8070,15,,29756,1000
55,1996-02-19,monthly,Strakonice,1,0.0,NA,NA,NA,NA,NA,False,4300,15,,23445,300
56,1994-05-16,monthly,Svitavy,1,0.0,NA,NA,NA,NA,NA,False,29600,15,,78757,900
57,1995-05-21,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,25300,15,,77726,700
58,1996-08-23,monthly,Rokycany,1,0.0,NA,NA,NA,NA,NA,False,14250,6,,28954,-2204
59,1994-03-27,monthly,Hradec Kralove,1,0.0,NA,NA,NA,NA,NA,False,22880,15,,89720,600
61,1993-12-11,monthly,Karvina,2,0.0,NA,NA,NA,NA,NA,False,5850,15,,31765,700
62,1993-03-28,monthly,Pardubice,1,0.0,NA,NA,NA,NA,NA,False,7600,15,,36366,1100
63,1996-11-16,monthly,Domazlice,2,0.0,NA,NA,NA,NA,NA,False,11650,15,,37303,600
64,1997-03-11,monthly,Zlin,1,0.0,NA,NA,NA,NA,NA,False,32200,200,,79559,200
65,1996-10-29,monthly,Liberec,1,1.0,NA,NA,NA,NA,NA,False,26800,15,12.0,85379,600
67,1994-10-19,monthly,Jindrichuv Hradec,1,0.0,165960.0,6915.0,24.0,expired,False,True,61500,15,,134939,700
69,1996-01-12,monthly,Zlin,1,0.0,NA,NA,NA,NA,NA,False,22800,15,,71708,600
70,1995-02-18,monthly,Mlada Boleslav,2,0.0,NA,NA,NA,NA,NA,False,20320,15,,60184,500
71,1994-03-05,monthly,Hl.m. Praha,2,1.0,NA,NA,NA,NA,NA,False,39520,15,22.0,94860,700
73,1993-11-08,monthly,Olomouc,1,1.0,NA,NA,NA,NA,NA,False,44160,15,47.0,89175,400
75,1995-08-13,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,20300,15,,49848,700
76,1996-05-16,monthly,Usti nad Orlici,1,0.0,NA,NA,NA,NA,NA,False,22400,15,,49609,200
77,1996-11-19,monthly,Vyskov,1,0.0,NA,NA,NA,NA,NA,False,36200,15,,56325,400
78,1993-07-07,monthly,Ostrava - mesto,1,0.0,NA,NA,NA,NA,NA,False,21100,15,,78733,400
79,1996-11-29,monthly,Beroun,1,0.0,NA,NA,NA,NA,NA,False,3680,15,,27474,600
80,1995-09-27,monthly,Hradec Kralove,2,0.0,NA,NA,NA,NA,NA,False,5250,15,,28082,900
81,1996-07-18,monthly,Ostrava - mesto,1,0.0,NA,NA,NA,NA,NA,False,3800,15,,39080,1000
82,1994-05-03,monthly,Plzen - mesto,1,0.0,NA,NA,NA,NA,NA,False,61100,15,,161574,300
83,1993-04-16,monthly,Plzen - mesto,2,0.0,NA,NA,NA,NA,NA,False,14080,15,,42435,500
85,1997-03-23,monthly,Frydek - Mistek,1,0.0,NA,NA,NA,NA,NA,False,7200,15,,59467,400
86,1993-03-07,monthly,Brno - mesto,2,0.0,NA,NA,NA,NA,NA,False,8880,15,,28700,800
88,1996-07-03,monthly,Tachov,1,0.0,NA,NA,NA,NA,NA,False,2550,15,,27174,300
89,1997-09-25,monthly,Frydek - Mistek,1,0.0,NA,NA,NA,NA,NA,False,10200,15,,39075,600
90,1994-07-13,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,25120,15,,74107,500
91,1996-11-06,monthly,Pelhrimov,1,0.0,NA,NA,NA,NA,NA,False,34700,1,,77111,-4188
93,1996-06-12,monthly,Benesov,1,0.0,NA,NA,NA,NA,NA,False,24400,15,,38377,500
95,1995-03-30,monthly,Hl.m. Praha,2,1.0,NA,NA,NA,NA,NA,False,32000,15,23.0,97808,200
96,1993-02-18,monthly,Frydek - Mistek,2,1.0,NA,NA,NA,NA,NA,False,67500,15,17.0,156580,1100
97,1996-05-05,monthly,Ostrava - mesto,2,1.0,102876.0,8573.0,12.0,expired,False,True,18600,3,5.0,67288,900
98,1997-05-02,monthly,Brno - venkov,2,0.0,NA,NA,NA,NA,NA,False,7700,15,,25586,1100
99,1995-06-27,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,64900,15,,122885,600
100,1993-12-28,monthly,Usti nad Labem,1,0.0,NA,NA,NA,NA,NA,False,35040,15,,84377,600
101,1996-04-16,monthly,Jablonec n. Nisou,1,0.0,NA,NA,NA,NA,NA,False,46240,15,,81423,1000
102,1993-10-16,monthly,Praha - zapad,1,0.0,NA,NA,NA,NA,NA,False,29600,0,,96777,-7104
103,1996-03-10,monthly,Chrudim,1,0.0,265320.0,7370.0,36.0,current,True,True,62700,4,,124758,-1140
104,1993-04-15,monthly,Litomerice,2,0.0,NA,NA,NA,NA,NA,False,8700,15,,31741,500
105,1997-07-10,monthly,Tabor,1,1.0,352704.0,7348.0,48.0,current,False,True,29900,15,,74694,800
106,1994-11-27,monthly,Vyskov,1,1.0,NA,NA,NA,NA,NA,False,18800,15,36.0,76991,500
107,1993-11-05,monthly,Zlin,1,0.0,NA,NA,NA,NA,NA,False,5760,15,,50612,1000
108,1995-03-10,monthly,Blansko,1,1.0,NA,NA,NA,NA,NA,False,34720,15,9.0,88609,800
109,1997-04-20,monthly,Blansko,1,1.0,NA,NA,NA,NA,NA,False,9100,15,2.0,53624,1100
110,1996-07-17,monthly,Liberec,1,1.0,162576.0,4516.0,36.0,current,False,True,44480,15,5.0,79652,900
112,1993-03-12,monthly,Kutna Hora,2,0.0,NA,NA,NA,NA,NA,False,38500,15,,52895,200
113,1996-07-22,monthly,Brno - venkov,1,0.0,NA,NA,NA,NA,NA,False,6800,15,,32697,600
114,1997-03-14,monthly,Prostejov,1,0.0,NA,NA,NA,NA,NA,False,6000,15,,27332,500
115,1993-03-19,monthly,Frydek - Mistek,1,1.0,NA,NA,NA,NA,NA,False,11100,15,22.0,52047,800
116,1996-03-21,monthly,Mlada Boleslav,2,0.0,NA,NA,NA,NA,NA,False,31400,15,,77466,800
117,1993-09-05,monthly,Tachov,1,0.0,NA,NA,NA,NA,NA,False,11200,15,,32382,900
118,1997-09-18,monthly,Frydek - Mistek,1,0.0,NA,NA,NA,NA,NA,False,5000,15,,40532,600
119,1993-05-25,monthly,Plzen - jih,1,0.0,NA,NA,NA,NA,NA,False,21200,15,,70508,800
121,1997-10-11,monthly,Brno - venkov,1,0.0,NA,NA,NA,NA,NA,False,5600,15,,37504,200
122,1996-10-30,monthly,Tachov,1,1.0,NA,NA,NA,NA,NA,False,29400,15,1.0,86062,900
123,1993-03-13,monthly,Tabor,2,0.0,NA,NA,NA,NA,NA,False,4500,15,,27494,200
124,1997-12-28,monthly,Brno - venkov,1,0.0,NA,NA,NA,NA,NA,False,4900,15,,26468,800
126,1993-10-23,monthly,Kolin,1,0.0,NA,NA,NA,NA,NA,False,48900,15,,118219,200
127,1994-02-02,monthly,Rokycany,1,0.0,NA,NA,NA,NA,NA,False,6400,15,,23673,600
128,1993-02-19,monthly,Benesov,1,1.0,NA,NA,NA,NA,NA,False,21900,15,44.0,86413,300
129,1997-10-01,monthly,Ostrava - mesto,2,0.0,NA,NA,NA,NA,NA,False,7200,15,,29052,600
130,1997-02-12,monthly,Brno - mesto,1,0.0,NA,NA,NA,NA,NA,False,7350,15,,35067,300
131,1995-06-13,monthly,Usti nad Orlici,1,0.0,NA,NA,NA,NA,NA,False,33000,15,,48212,5496
134,1997-12-10,monthly,Chomutov,1,1.0,NA,NA,NA,NA,NA,False,12700,15,1.0,47697,300
135,1993-06-15,monthly,Prerov,1,0.0,NA,NA,NA,NA,NA,False,24700,15,,75906,700
136,1996-05-14,monthly,Ostrava - mesto,1,0.0,NA,NA,NA,NA,NA,False,8100,15,,32170,600
137,1996-07-19,monthly,Karvina,1,0.0,NA,NA,NA,NA,NA,False,36000,15,,81958,900
138,1995-09-19,monthly,Domazlice,2,0.0,NA,NA,NA,NA,NA,False,4700,200,,21200,1100
140,1996-06-25,monthly,Karlovy Vary,1,0.0,NA,NA,NA,NA,NA,False,24600,15,,84824,300
141,1996-03-06,monthly,Louny,2,0.0,NA,NA,NA,NA,NA,False,45100,15,,89665,900
142,1993-02-15,monthly,Trutnov,2,0.0,NA,NA,NA,NA,NA,False,6200,15,,30167,900
143,1996-11-27,monthly,Tabor,1,0.0,NA,NA,NA,NA,NA,False,4500,15,,27564,500
145,1996-01-03,monthly,Tachov,1,0.0,NA,NA,NA,NA,NA,False,28900,15,,68969,1100
146,1993-09-02,monthly,Kladno,1,0.0,NA,NA,NA,NA,NA,False,11050,15,,38814,500
148,1993-06-21,monthly,Mlada Boleslav,1,0.0,NA,NA,NA,NA,NA,False,3400,15,,27206,500
149,1997-11-16,monthly,Hradec Kralove,1,0.0,NA,NA,NA,NA,NA,False,21200,15,,58484,300
150,1995-03-16,monthly,Opava,1,0.0,NA,NA,NA,NA,NA,False,27400,15,,98752,1900
151,1993-09-06,monthly,Sumperk,2,0.0,NA,NA,NA,NA,NA,False,7100,15,,34425,1000
152,1996-04-12,monthly,Hl.m. Praha,2,0.0,NA,NA,NA,NA,NA,False,6300,15,,35746,1100
153,1993-09-19,monthly,Vsetin,1,0.0,NA,NA,NA,NA,NA,False,17200,15,,53039,400
154,1994-06-21,monthly,Nachod,1,0.0,NA,NA,NA,NA,NA,False,18900,15,,96137,900
155,1995-11-07,monthly,Jihlava,1,0.0,NA,NA,NA,NA,NA,False,14560,15,,38532,300
156,1997-10-22,monthly,Zlin,1,0.0,NA,NA,NA,NA,NA,False,8430,15,,21707,1000
157,1997-03-28,monthly,Praha - zapad,1,0.0,NA,NA,NA,NA,NA,False,6300,15,,39576,200
158,1995-03-15,monthly,Litomerice,2,0.0,NA,NA,NA,NA,NA,False,33200,15,,83034,700
159,1997-02-11,monthly,Karvina,1,1.0,NA,NA,NA,NA,NA,False,25600,15,4.0,103034,800
160,1993-09-04,monthly,Cheb,1,0.0,NA,NA,NA,NA,NA,False,57100,15,,113217,400
161,1994-07-04,monthly,Plzen - sever,1,0.0,NA,NA,NA,NA,NA,False,14450,15,,29469,900
162,1993-08-25,monthly,Prostejov,2,0.0,NA,NA,NA,NA,NA,False,13900,15,,40827,200
163,1993-01-27,monthly,Sokolov,1,0.0,NA,NA,NA,NA,NA,False,9050,15,,43752,900
164,1996-09-13,monthly,Prostejov,1,0.0,NA,NA,NA,NA,NA,False,21700,100,,67994,200
165,1993-06-01,monthly,Klatovy,2,0.0,NA,NA,NA,NA,NA,False,14650,15,,62489,1000
166,1996-08-20,monthly,Pelhrimov,1,0.0,NA,NA,NA,NA,NA,False,4300,15,,31842,800
168,1993-04-27,monthly,Tachov,2,0.0,NA,NA,NA,NA,NA,False,8100,15,,24794,500
169,1995-09-28,monthly,Kladno,1,0.0,NA,NA,NA,NA,NA,False,14600,15,,78256,500
170,1996-07-02,monthly,Kromeriz,1,0.0,NA,NA,NA,NA,NA,False,22100,15,,79183,1000
171,1996-06-08,monthly,Nachod,1,0.0,NA,NA,NA,NA,NA,False,6700,15,,33192,500
172,1993-08-30,monthly,Rakovnik,2,1.0,NA,NA,NA,NA,NA,False,46720,15,1.0,78889,700
173,1993-11-26,monthly,Zdar nad Sazavou,2,0.0,104808.0,8734.0,12.0,expired,False,True,18560,15,,87882,500
174,1996-09-04,monthly,Usti nad Orlici,1,0.0,NA,NA,NA,NA,NA,False,3400,15,,21345,900
177,1997-09-26,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,25300,15,,75171,800
178,1997-09-06,monthly,Kromeriz,1,0.0,NA,NA,NA,NA,NA,False,2100,15,,18082,1000
181,1996-06-11,monthly,Tabor,1,1.0,NA,NA,NA,NA,NA,False,10400,15,17.0,52501,200
182,1996-08-24,monthly,Pardubice,1,0.0,NA,NA,NA,NA,NA,False,5600,1900,,16900,200
183,1993-12-12,monthly,Hradec Kralove,1,0.0,NA,NA,NA,NA,NA,False,21440,15,,63967,200
184,1996-02-21,monthly,Vsetin,1,0.0,NA,NA,NA,NA,NA,False,24000,15,,86912,600
185,1997-07-04,monthly,Ceska Lipa,1,1.0,NA,NA,NA,NA,NA,False,18900,15,2.0,79865,1000
187,1993-03-28,monthly,Kolin,1,0.0,NA,NA,NA,NA,NA,False,4200,15,,26365,200
188,1993-04-20,monthly,Brno - mesto,1,0.0,NA,NA,NA,NA,NA,False,26080,15,,100010,700
189,1997-04-16,monthly,Sumperk,1,0.0,NA,NA,NA,NA,NA,False,28320,15,,76341,700
190,1995-03-02,monthly,Ostrava - mesto,1,0.0,NA,NA,NA,NA,NA,False,23500,15,,69474,500
191,1997-03-17,monthly,Usti nad Labem,1,1.0,NA,NA,NA,NA,NA,False,48000,15,,126097,600
192,1993-01-08,monthly,Brno - venkov,1,0.0,NA,NA,NA,NA,NA,False,13450,15,,39284,300
193,1996-12-22,monthly,Jesenik,2,0.0,NA,NA,NA,NA,NA,False,11500,15,,39963,300
194,1996-08-01,monthly,Chrudim,1,0.0,NA,NA,NA,NA,NA,False,5550,15,,38894,400
195,1997-02-27,monthly,Karvina,2,1.0,NA,NA,NA,NA,NA,False,13100,15,4.0,56940,600
196,1993-11-14,monthly,Kladno,1,1.0,NA,NA,NA,NA,NA,False,29700,15,32.0,86238,400
197,1993-02-25,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,43040,15,,76344,800
198,1993-10-25,monthly,Karvina,1,0.0,NA,NA,NA,NA,NA,False,12450,15,,30570,900
199,1996-10-26,monthly,Karvina,1,0.0,NA,NA,NA,NA,NA,False,2970,15,,29612,700
200,1994-07-03,monthly,Pelhrimov,1,1.0,NA,NA,NA,NA,NA,False,47200,15,20.0,125341,900
201,1994-11-02,monthly,Vyskov,1,0.0,NA,NA,NA,NA,NA,False,15200,15,,62199,600
204,1996-01-13,monthly,Bruntal,1,0.0,NA,NA,NA,NA,NA,False,1950,15,,27125,600
205,1997-10-08,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,6300,15,,45527,1000
206,1995-04-08,monthly,Trebic,2,0.0,NA,NA,NA,NA,NA,False,8480,15,,42635,1100
207,1993-07-25,monthly,Benesov,1,0.0,NA,NA,NA,NA,NA,False,8100,10,,36471,900
208,1996-03-27,monthly,Brno - mesto,1,0.0,NA,NA,NA,NA,NA,False,17800,15,,61131,700
209,1996-11-24,monthly,Litomerice,1,0.0,NA,NA,NA,NA,NA,False,4600,15,,45817,900
210,1996-03-17,monthly,Rychnov nad Kneznou,1,0.0,NA,NA,NA,NA,NA,False,25120,15,,56027,1000
211,1997-07-19,monthly,Plzen - sever,1,1.0,NA,NA,NA,NA,NA,False,59600,15,,151101,800
213,1995-08-29,monthly,Opava,1,1.0,NA,NA,NA,NA,NA,False,26400,15,13.0,87659,1000
214,1997-03-09,monthly,Domazlice,2,0.0,NA,NA,NA,NA,NA,False,2130,15,,17518,500
215,1997-11-25,monthly,Tachov,2,0.0,NA,NA,NA,NA,NA,False,4590,15,,19113,1000
216,1994-05-16,monthly,Louny,1,0.0,NA,NA,NA,NA,NA,False,8600,15,,36351,500
217,1995-01-20,monthly,Vsetin,1,0.0,NA,NA,NA,NA,NA,False,19700,15,,48581,800
218,1996-02-06,monthly,Frydek - Mistek,1,0.0,NA,NA,NA,NA,NA,False,59800,0,,146909,-2172
219,1995-09-06,monthly,Plzen - sever,1,1.0,NA,NA,NA,NA,NA,False,20800,15,1.0,81085,500
220,1993-04-09,monthly,Olomouc,1,0.0,NA,NA,NA,NA,NA,False,7850,15,,36356,400
221,1996-10-30,monthly,Prachatice,1,0.0,NA,NA,NA,NA,NA,False,25400,15,,69998,300
222,1993-03-15,monthly,Litomerice,1,1.0,NA,NA,NA,NA,NA,False,50800,15,2.0,106492,500
223,1995-06-13,monthly,Most,1,1.0,NA,NA,NA,NA,NA,False,25800,15,21.0,76631,800
224,1996-10-27,monthly,Cesky Krumlov,1,0.0,NA,NA,NA,NA,NA,False,9350,15,,28997,1100
225,1993-07-28,monthly,Hl.m. Praha,2,0.0,NA,NA,NA,NA,NA,False,27520,2,,92940,1000
226,1997-02-23,monthly,Karvina,1,1.0,109344.0,9112.0,12.0,current,False,True,23400,15,6.0,80433,1000
227,1995-03-28,monthly,Plzen - jih,1,1.0,NA,NA,NA,NA,NA,False,52000,15,,119200,700
228,1993-09-28,monthly,Kolin,1,0.0,NA,NA,NA,NA,NA,False,53500,15,,81057,800
229,1997-06-07,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,3760,15,,32493,1100
230,1996-02-26,monthly,Hl.m. Praha,2,0.0,NA,NA,NA,NA,NA,False,20300,15,,66172,600
231,1995-04-03,monthly,Domazlice,2,0.0,NA,NA,NA,NA,NA,False,2700,15,,21913,900
232,1997-11-29,monthly,Jicin,1,1.0,NA,NA,NA,NA,NA,False,46720,15,2.0,84657,700
234,1993-07-15,monthly,Opava,2,0.0,NA,NA,NA,NA,NA,False,11000,15,,29550,500
235,1993-10-06,monthly,Usti nad Labem,1,0.0,NA,NA,NA,NA,NA,False,5070,15,,30633,1000
236,1996-03-16,monthly,Olomouc,2,0.0,NA,NA,NA,NA,NA,False,3700,300,,24700,900
237,1994-03-25,monthly,Svitavy,1,0.0,NA,NA,NA,NA,NA,False,6200,15,,19487,900
238,1993-08-15,monthly,Kutna Hora,1,0.0,NA,NA,NA,NA,NA,False,2850,15,,21972,500
240,1997-04-28,monthly,Olomouc,2,0.0,NA,NA,NA,NA,NA,False,23600,15,,67915,300
241,1996-09-29,monthly,Cesky Krumlov,1,0.0,NA,NA,NA,NA,NA,False,5040,15,,41009,500
242,1996-08-29,monthly,Jesenik,1,0.0,NA,NA,NA,NA,NA,False,47520,15,,72333,500
244,1993-02-08,monthly,Karlovy Vary,1,1.0,NA,NA,NA,NA,NA,False,8370,15,6.0,62976,800
245,1993-11-25,monthly,Znojmo,1,0.0,NA,NA,NA,NA,NA,False,62800,0,,135093,-1211
246,1997-12-20,monthly,Znojmo,2,0.0,NA,NA,NA,NA,NA,False,7500,15,,19310,700
248,1995-04-02,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,29700,15,,74703,700
249,1996-12-03,monthly,Plzen - sever,1,0.0,NA,NA,NA,NA,NA,False,20800,15,,64867,600
250,1997-05-10,monthly,Breclav,1,0.0,NA,NA,NA,NA,NA,False,5800,15,,52311,500
251,1996-04-06,monthly,Ostrava - mesto,1,0.0,NA,NA,NA,NA,NA,False,13600,15,,61297,900
252,1996-12-26,monthly,Prachatice,1,0.0,NA,NA,NA,NA,NA,False,6600,15,,52630,1000
253,1995-12-05,monthly,Nachod,1,1.0,NA,NA,NA,NA,NA,False,47680,2,12.0,106815,-1213
255,1996-11-03,monthly,Frydek - Mistek,1,0.0,NA,NA,NA,NA,NA,False,40800,15,,101534,900
256,1995-05-14,monthly,Litomerice,1,1.0,NA,NA,NA,NA,NA,False,34200,15,12.0,76527,1100
257,1995-11-05,monthly,Praha - zapad,1,0.0,NA,NA,NA,NA,NA,False,64500,15,,136264,900
258,1997-07-09,monthly,Zlin,1,0.0,NA,NA,NA,NA,NA,False,5600,15,,38349,900
259,1993-10-28,monthly,Benesov,1,0.0,NA,NA,NA,NA,NA,False,14650,15,,37228,600
260,1995-10-14,monthly,Karlovy Vary,2,0.0,NA,NA,NA,NA,NA,False,19200,15,,56754,600
261,1996-10-07,monthly,Brno - mesto,1,0.0,NA,NA,NA,NA,NA,False,8500,15,,26402,200
262,1996-01-27,monthly,Prerov,1,0.0,NA,NA,NA,NA,NA,False,3300,200,,23400,200
264,1996-02-09,monthly,Cesky Krumlov,1,0.0,NA,NA,NA,NA,NA,False,19520,15,,44212,900
265,1996-07-05,monthly,Prachatice,2,0.0,NA,NA,NA,NA,NA,False,8300,15,,28571,600
266,1994-05-11,monthly,Pardubice,1,1.0,NA,NA,NA,NA,NA,False,55800,15,2.0,137653,400
267,1995-04-26,monthly,Louny,2,0.0,NA,NA,NA,NA,NA,False,3840,15,,30016,500
268,1996-05-29,monthly,Beroun,1,0.0,NA,NA,NA,NA,NA,False,42200,15,,124186,500
269,1996-08-30,monthly,Beroun,1,0.0,NA,NA,NA,NA,NA,False,8670,15,,43387,700
270,1995-01-23,monthly,Plzen - jih,2,1.0,NA,NA,NA,NA,NA,False,36960,15,7.0,116900,1100
271,1996-08-13,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,12500,15,,62743,400
272,1996-10-23,monthly,Praha - zapad,1,0.0,NA,NA,NA,NA,NA,False,34700,15,,57855,1100
274,1993-08-20,monthly,Sumperk,1,0.0,NA,NA,NA,NA,NA,False,26240,15,,68094,300
275,1996-01-02,monthly,Rokycany,1,0.0,NA,NA,NA,NA,NA,False,2400,15,,22668,800
276,1997-12-08,monthly,Louny,1,1.0,160920.0,4470.0,36.0,current,False,True,24800,15,1.0,74906,700
278,1996-04-08,monthly,Opava,1,1.0,NA,NA,NA,NA,NA,False,23600,15,5.0,97478,700
279,1993-04-14,monthly,Most,2,0.0,NA,NA,NA,NA,NA,False,3300,15,,32821,400
280,1993-01-23,monthly,Klatovy,1,0.0,NA,NA,NA,NA,NA,False,17440,15,,69718,300
281,1996-10-27,monthly,Hl.m. Praha,2,1.0,NA,NA,NA,NA,NA,False,36320,15,1.0,72297,900
282,1997-05-12,monthly,Jesenik,2,0.0,NA,NA,NA,NA,NA,False,23400,15,,69350,200
283,1996-04-18,monthly,Chrudim,1,0.0,NA,NA,NA,NA,NA,False,6950,15,,30907,800
284,1997-07-18,monthly,Brno - mesto,1,0.0,NA,NA,NA,NA,NA,False,25100,15,,66377,900
285,1995-05-08,monthly,Pelhrimov,2,0.0,NA,NA,NA,NA,NA,False,45120,15,,105299,600
286,1996-03-27,monthly,Novy Jicin,2,1.0,NA,NA,NA,NA,NA,False,25900,15,10.0,74623,300
287,1993-10-27,monthly,Jindrichuv Hradec,1,0.0,NA,NA,NA,NA,NA,False,6300,15,,27025,600
288,1995-03-18,monthly,Klatovy,1,0.0,NA,NA,NA,NA,NA,False,4600,15,,37478,900
289,1994-03-17,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,17400,15,,69171,300
290,1993-12-02,monthly,Breclav,1,0.0,123696.0,2577.0,48.0,expired,False,True,60000,15,,144053,300
